SegmentID,X1,Y1,X2,Y2,X3,Y3,MinSpeed1,MaxSpeed1,MinSpeed2,MaxSpeed2,MinSpeed3,MaxSpeed3
1,109.106307302,11.8098651273,109.106231187,11.8099177361,109.106269245,11.8098914317,0,70,0,70,0,70
2,109.105962643,11.8095347676,109.106034557,11.8094757935,109.1059986,11.8095052805,0,70,0,70,0,70
3,109.106220083,11.8097348552,109.106144732,11.809787302,109.106182408,11.8097610786,0,70,0,70,0,70
3,109.106220083,11.8097348552,0,0,0,0,0,70,0,0,0,0
1,0,0,109.106307302,11.8098651273,0,0,0,0,0,70,0,0
4,0,0,0,0,109.106263692,11.8097999913,0,0,0,0,0,70
2,109.106034557,11.8094757935,0,0,0,0,0,70,0,0,0,0
3,0,0,109.106220083,11.8097348552,0,0,0,0,0,70,0,0
5,0,0,0,0,109.10612732,11.8096053243,0,0,0,0,0,70
1,109.106231187,11.8099177361,0,0,0,0,0,70,0,0,0,0
3,0,0,109.106144732,11.809787302,0,0,0,0,0,70,0,0
6,0,0,0,0,109.10618796,11.809852519,0,0,0,0,0,70
3,109.106144732,11.809787302,0,0,0,0,0,70,0,0,0,0
2,0,0,109.105962643,11.8095347676,0,0,0,0,0,70,0,0
7,0,0,0,0,109.106053688,11.8096610348,0,0,0,0,0,70
8,109.109214213,11.8188242776,109.109711967,11.8232255391,109.109585194,11.8210094141,0,70,0,70,0,70
8,109.108936225,11.8173784992,109.109214213,11.8188242776,0,0,0,70,0,70,0,0
9,0,0,0,0,109.108998169,11.8181146425,0,0,0,0,0,70
9,109.108942214,11.8171721405,109.108936225,11.8173784992,0,0,0,70,0,70,0,0
10,0,0,0,0,109.10893922,11.8172753198,0,0,0,0,0,70
10,109.108941603,11.8169672479,109.108942214,11.8171721405,0,0,0,70,0,70,0,0
11,0,0,0,0,109.108941909,11.8170696942,0,0,0,0,0,70
